	word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol	ne
17653	4	Указе	1	NOUN	nmod	указ	15	0	0
17654	5	причины	9	NOUN	nsubj	причина	15	0	0
17655	6	были	9	VERB	cop	быть	15	0	0
17656	7	вовсе	9	ADV	advmod	вовсе	15	0	0
17657	8	не	9	PART	neg	не	15	0	0
17658	9	патетическими,	0	ADJ	ROOT	патетический	15	-1	0
17659	10	а	9	CONJ	cc	а	15	0	0
17660	11	прагматичными:	12	ADJ	amod	прагматичный	15	0	0
17661	12	«Общность	13	NOUN	dobj	общность	15	0	0
17662	13	экономики,	9	VERB	conj	экономика	15	0	0
17663	14	территориальная	15	ADJ	amod	территориальный	15	0	0
17664	15	близость	13	NOUN	nsubj	близость	15	0	0
17665	16	и	15	CONJ	cc	и	15	0	0
17666	17	тесные	21	ADJ	amod	тесный	15	0	0
17667	18	хозяйственные	21	ADJ	amod	хозяйственный	15	1	0
17668	19	и	18	CONJ	cc	и	15	0	0
17669	20	культурные	18	ADJ	conj	культурный	15	0	0
17670	21	связи	15	NOUN	conj	связь	15	0	0
17671	22	между	24	ADP	case	между	15	0	0
17672	23	Крымской	24	ADJ	amod	крымский	15	0	0
17673	24	областью	21	NOUN	nmod	область	15	0	0
17674	25	и	24	CONJ	cc	и	15	0	0
17675	26	Украинской	27	ADJ	amod	украинский	15	0	0
17676	27	ССР».	24	PROPN	conj	ССР	15	0	0
17677	1	Точка.	0	DET	ROOT	точка	16	0	0
17678	1	Однако,	2	NUM	nsubj	однако	17	0	0
17679	2	независимо	0	ADJ	ROOT	независимо	17	0	0
17680	3	от	4	ADP	case	от	17	0	0
17681	4	интерпретации	2	NOUN	nmod	интерпретация	17	0	0
17682	5	Зоммера,	4	PROPN	nmod	зоммер	17	0	0
17683	6	одна	7	NUM	nummod	один	17	0	0
17684	7	вещь	12	NOUN	nsubj	вещь	17	0	0
17685	8	является	7	VERB	cop	являться	17	0	0
17686	9	очевидной:	10	ADJ	amod	очевидный	17	0	0
17687	10	история	12	NOUN	nsubj	история	17	0	0
17688	11	не	12	PART	neg	не	17	0	0
17689	12	может	2	VERB	parataxis	может	17	0	0
17690	13	служить	12	VERB	xcomp	служить	17	0	0
17691	14	предлогом	13	NOUN	iobj	предлог	17	0	0
17692	15	для	16	ADP	case	для	17	0	0
17693	16	изменения	13	NOUN	nmod	изменение	17	0	0
17694	17	границ	16	NOUN	nmod	граница	17	0	0
17695	18	в	19	ADP	case	в	17	0	0
17696	19	настоящем.	13	ADJ	nmod	настоящий	17	0	0
17697	1	И	6	CONJ	cc:preconj	и	18	0	0
17698	2	в	3	ADP	case	в	18	0	0
17699	3	Германии	6	PROPN	nmod	германия	18	0	LOC
17700	4	никому	6	NOUN	nsubj	никто	18	0	0
17701	5	не	6	PART	neg	не	18	0	0
17702	6	придет	0	VERB	ROOT	прийти	18	0	0
17703	7	в	8	ADP	case	в	18	0	0
17704	8	голову	6	NOUN	nmod	голова	18	0	0
17705	9	«воспользоваться	8	VERB	acl	воспользоваться	18	0	0
17706	10	благоприятным	11	ADJ	amod	благоприятный	18	1	0
17707	11	случаем»	9	NOUN	iobj	случай	18	0	0
17708	12	для	13	ADP	case	для	18	0	0
17709	13	того,	9	DET	nmod	то	18	0	0
17710	14	чтобы	15	SCONJ	mark	чтобы	18	0	0
17711	15	присоединить,	9	VERB	xcomp	присоединять	18	0	0
17712	16	например,	15	ADV	advmod	например	18	0	0
17713	17	Калининградскую	18	ADJ	amod	калининградский	18	0	0
17714	18	область	16	NOUN	dobj	область	18	0	0
17715	19	к	20	ADP	case	к	18	0	0
17716	20	Германии,	18	PROPN	nmod	германия	18	0	0
17717	21	хотя	24	SCONJ	mark	хотя	18	0	0
17718	22	никто	24	NOUN	nsubj	никто	18	0	0
17719	23	не	24	PART	neg	не	18	0	0
17720	24	ставит	20	VERB	acl:relcl	ставить	18	0	0
17721	25	под	26	ADP	case	под	18	0	0
17722	26	сомнение	24	NOUN	nmod	сомнение	18	-1	0
17723	27	историческую	28	ADJ	amod	исторический	18	0	0
17724	28	принадлежность	24	NOUN	dobj	принадлежность	18	0	0
17725	29	Восточной	30	ADJ	amod	восточный	18	0	0
17726	30	Пруссии.	28	PROPN	nmod	пруссия	18	0	0
17727	1	Приглашение	0	NOUN	ROOT	приглашение	19	0	0
17728	2	к	3	ADP	case	к	19	0	0
17729	3	непризнанию	1	NOUN	nmod	непризнание	19	0	0
17730	1	Своим	3	PRON	det	свой	20	0	0
17731	2	насильственным	3	ADJ	amod	насильственный	20	-1	0
17732	3	присоединением	9	NOUN	advmod	присоединение	20	0	0
17733	4	Крыма	3	PROPN	nmod	крым	20	0	0
17734	5	к	6	ADP	case	к	20	0	0
17735	6	России	3	PROPN	nmod	россия	20	0	LOC
17736	7	Владимир	9	PROPN	nsubj	владимир	20	0	0
17737	8	Путин	7	PROPN	name	путин	20	0	PER
17738	9	нарушил	0	VERB	ROOT	нарушать	20	-1	0
17739	10	право,	9	NOUN	dobj	право	20	0	0
17740	11	и	9	CONJ	cc	и	20	0	0
17741	12	этот	13	DET	det	этот	20	0	0
17742	13	шаг	14	NOUN	dobj	шаг	20	0	0
17743	14	может	9	VERB	conj	может	20	0	0
17744	15	опрокинуть	14	VERB	xcomp	опрокидывать	20	0	0
17745	16	весь	19	DET	det	весь	20	0	0
17746	17	европейский	19	ADJ	amod	европейский	20	0	0
17747	18	послевоенный	19	ADJ	amod	послевоенный	20	0	0
17748	19	порядок.	15	NOUN	dobj	порядок	20	0	0
17749	1	Военный	2	ADJ	amod	военный	21	0	0
17750	2	захват	6	NOUN	nsubj	захват	21	0	0
17751	3	территории	2	NOUN	nmod	территория	21	0	0
17752	4	был	6	VERB	cop	быть	21	0	0
17753	5	чем-то	6	X	discourse	что-то	21	0	0
17754	6	неслыханным	0	ADJ	ROOT	неслыханный	21	0	0
17755	7	в	8	ADP	case	в	21	0	0
17756	8	Европе	6	PROPN	nmod	европа	21	0	LOC
17757	9	после	10	ADP	case	после	21	0	0
17758	10	1945	6	ADJ	nmod	1945	21	0	0
17759	11	года.	10	ADJ	nmod	год	21	0	0
17760	1	Аннексия	3	PROPN	nsubj	аннексия	22	0	0
17761	2	Крыма	1	PROPN	nmod	крым	22	0	0
17762	3	нарушает	0	VERB	ROOT	нарушать	22	-1	0
17763	4	территориальную	5	ADJ	amod	территориальный	22	0	0
17764	5	целостность	3	NOUN	dobj	целостность	22	1	0
17765	6	—	5	PUNCT	advmod	"—
"	22	0	0
17766	7	фундаментальный	8	ADJ	amod	фундаментальный	22	0	0
17767	8	принцип	6	NOUN	dobj	принцип	22	0	0
17768	9	международного	10	ADJ	amod	международный	22	0	0
17769	10	права,	8	NOUN	nmod	право	22	0	0
17770	11	закрепленный	8	VERB	acl	закреплять	22	0	0
17771	12	в	13	ADP	case	в	22	0	0
17772	13	Уставе	11	PROPN	nmod	устав	22	0	0
17773	14	ООН,	13	PROPN	name	оон	22	0	0
17774	15	а	14	CONJ	cc	а	22	0	0
17775	16	также	15	CONJ	mwe	также	22	0	0
17776	17	в	20	ADP	case	в	22	0	0
17777	18	Хельсинкском	20	ADJ	amod	хельсинкский	22	0	0
17778	19	Заключительном	20	ADJ	amod	заключительный	22	0	0
17779	20	Акте	11	PROPN	nmod	акт	22	0	0
17780	21	1975	22	ADJ	amod	1975	22	0	0
17781	22	года.	11	ADJ	nmod	год	22	0	0
17782	1	Поскольку	7	SCONJ	mark	поскольку	23	0	0
17783	2	изменение	7	NOUN	nsubjpass	изменение	23	0	0
17784	3	принадлежности	2	NOUN	nmod	принадлежность	23	0	0
17785	4	территории	3	NOUN	nmod	территория	23	0	0
17786	5	(Gebietswechsel)	4	PROPN	nmod	Gebietswechsel	23	0	0
17787	6	было	7	VERB	auxpass	быть	23	0	0
17788	7	осуществлено	17	VERB	advcl	осуществлять	23	0	0
17789	8	с	9	ADP	case	с	23	0	0
17790	9	нарушением	7	NOUN	nmod	нарушение	23	-1	0
17791	10	основополагающих	11	VERB	acl	основополагающий	23	0	0
17792	11	норм	9	NOUN	nmod	норма	23	0	0
17793	12	международного	13	ADJ	amod	международный	23	0	0
17794	13	права,	11	NOUN	nmod	право	23	0	0
17795	14	члены	13	NOUN	nmod	член	23	0	0
17796	15	международного	16	ADJ	amod	международный	23	0	0
17797	16	сообщества	14	NOUN	nmod	сообщество	23	0	0
17798	17	обязаны	0	VERB	ROOT	обязанный	23	0	0
17799	18	теперь	19	ADV	advmod	теперь	23	0	0
17800	19	отказаться	17	VERB	xcomp	отказываться	23	0	0
17801	20	его	19	PRON	dobj	он	23	0	0
17802	21	признать.	19	PUNCT	punct	признавать	23	1	0
17803	1	К	2	ADP	case	к	24	0	0
17804	2	этому	4	DET	nmod	это	24	0	0
17805	3	однозначно	4	ADV	advmod	однозначно	24	0	0
17806	4	призывает	0	VERB	ROOT	призывать	24	0	0
17807	5	все	6	DET	det	все	24	0	0
17808	6	государства	4	NOUN	dobj	государство	24	0	0
17809	7	Генеральная	8	ADJ	amod	генеральный	24	0	0
17810	8	Ассамблея	4	PROPN	nsubj	ассамблея	24	0	0
17811	9	ООН	8	PROPN	nmod	оон	24	0	0
17812	10	(Резолюция	8	NOUN	appos	резолюция	24	0	0
17813	11	от	13	ADP	case	от	24	0	0
17814	12	27	13	ADJ	amod	27	24	0	0
17815	13	марта	10	PROPN	nmod	март	24	0	0
17816	14	2014	15	ADJ	amod	2014	24	0	0
17817	15	года).	13	ADJ	nmod	год	24	0	0
17818	1	В	3	ADP	case	в	25	0	0
17819	2	том	3	DET	det	том	25	0	0
17820	3	числе	4	NOUN	nmod	число	25	0	0
17821	4	Германию.	0	PROPN	ROOT	германия	25	0	0
17822	1	Игнорировать	0	VERB	ROOT	игнорировать	26	-1	0
17823	2	это	1	DET	dobj	это	26	0	0
17824	3	и	1	CONJ	cc	и	26	0	0
17825	4	предлагать	1	VERB	conj	предлагать	26	0	0
17826	5	признать	4	VERB	xcomp	признавать	26	1	0
17827	6	преступную	7	ADJ	amod	преступный	26	-1	0
17828	7	—	5	PUNCT	dobj	"—
"	26	0	0
17829	8	как	11	ADP	case	как	26	0	0
17830	9	очень	10	ADV	advmod	очень	26	0	0
17831	10	точно	11	ADV	advmod	точно	26	0	0
17832	11	выразилась	7	VERB	nmod	выражаться	26	0	0
17833	12	федеральный	13	ADJ	amod	федеральный	26	0	0
17834	13	канцлер	16	NOUN	nsubj	канцлер	26	0	0
17835	14	Ангела	13	PROPN	appos	ангел	26	1	0
17836	15	Меркель	14	PROPN	name	меркель	26	0	PER
17837	16	—	11	PUNCT	nmod	"—
"	26	0	0
17838	17	является	18	VERB	cop	являться	26	0	0
17839	18	безответственным	11	ADJ	conj	безответственный	26	-1	0
17840	19	и	18	CONJ	cc	и	26	0	0
17841	20	циничным	21	ADJ	amod	циничный	26	-1	0
17842	21	действием.	18	NOUN	conj	действие	26	0	0
17843	1	«Не	2	ADV	advmod	не	27	0	0
17844	2	оглядываясь	7	VERB	advcl	оглядываться	27	0	0
17845	3	на	5	ADP	case	на	27	0	0
17846	4	международное	5	ADJ	amod	международный	27	0	0
17847	5	право»,	2	NOUN	nmod	право	27	0	0
17848	6	—	7	PUNCT	nsubj	"—
"	27	0	0
17849	7	пишет	0	VERB	ROOT	писать	27	0	0
17850	8	Зоммер.	7	PROPN	dobj	зоммер	27	0	0
17851	1	Он,	4	PRON	nsubj	он	28	0	0
17852	2	таким	3	ADJ	amod	такой	28	0	0
17853	3	образом,	4	NOUN	iobj	образ	28	0	0
17854	4	жонглирует	0	VERB	ROOT	жонглировать	28	0	0
17855	5	высочайшей	6	ADJ	amod	высокий	28	0	0
17856	6	ценностью,	8	NOUN	advmod	ценность	28	1	0
17857	7	которой	6	DET	nmod	который	28	0	0
17858	8	обладает	4	VERB	xcomp	обладать	28	0	0
17859	9	человечество	8	NOUN	dobj	человечество	28	0	0
17860	10	для	11	ADP	case	для	28	0	0
17861	11	предотвращения	9	NOUN	nmod	предотвращение	28	0	0
17862	12	войны	11	NOUN	nmod	война	28	-1	0
17863	13	и	12	CONJ	cc	и	28	0	0
17864	14	обеспечения	12	NOUN	conj	обеспечение	28	0	0
17865	15	мира.	14	NOUN	nmod	мир	28	0	0
