	word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	doc_id	pol	ne
217	16	поддержке	6	NOUN	nmod	поддержка	14	1	1	0
218	17	российской	18	ADJ	amod	российский	14	1	0	0
219	18	авиации.	16	NOUN	nmod	авиация	14	1	0	0
220	1	Таким	2	NUM	nummod	такой	15	1	0	0
221	2	образом,	3	NOUN	advmod	образ	15	1	0	0
222	3	напрашивается	0	VERB	ROOT	напрашиваться	15	1	0	0
223	4	вывод:	27	DET	dobj	вывод	15	1	0	0
224	5	если	27	SCONJ	mark	если	15	1	0	0
225	6	эти	7	DET	det	этот	15	1	0	0
226	7	операции	27	NOUN	nsubj	операция	15	1	0	0
227	8	завершаться	7	VERB	acl	завершаться	15	1	0	0
228	9	успехом	8	NOUN	iobj	успех	15	1	1	0
229	10	Дамаска,	9	PROPN	nmod	дамаск	15	1	0	0
230	11	то	12	DET	det	то	15	1	0	0
231	12	план	24	NOUN	nsubj	план	15	1	0	0
232	13	американцев	12	NOUN	nmod	американец	15	1	0	0
233	14	по	15	ADP	case	по	15	1	0	0
234	15	«федерализации»	24	SYM	nmod	федерализация	15	1	0	0
235	16	(а	24	X	discourse	а	15	1	0	0
236	17	на	18	ADP	case	на	15	1	0	0
237	18	деле	24	NOUN	nmod	дело	15	1	0	0
238	19	—	18	SYM	nmod	"—
"	15	1	0	0
239	20	дезинтеграции)	23	ADJ	amod	дезинтеграция	15	1	0	0
240	21	единого	23	ADJ	amod	единый	15	1	0	0
241	22	сирийского	23	ADJ	amod	сирийский	15	1	0	0
242	23	государства	19	NOUN	nmod	государство	15	1	0	0
243	24	окажется	9	VERB	advmod	оказываться	15	1	0	0
244	25	под	26	ADP	case	под	15	1	0	0
245	26	угрозой,	8	NOUN	nmod	угроза	15	1	-1	0
246	27	утверждает	3	VERB	advcl	утверждать	15	1	0	0
247	28	Резахах.	27	PROPN	nsubj	резах	15	1	0	0
248	1	По	3	ADP	case	по	16	1	0	0
249	2	его	3	PRON	det	он	16	1	0	0
250	3	мнению,	11	ADP	nmod	мнение	16	1	0	0
251	4	на	6	ADP	case	на	16	1	0	0
252	5	самом	6	ADJ	amod	самый	16	1	0	0
253	6	деле	11	NOUN	nmod	дело	16	1	0	0
254	7	цель	11	NOUN	nsubj	цель	16	1	0	0
255	8	Белого	9	ADJ	amod	белый	16	1	0	0
256	9	дома	7	NOUN	nmod	дома	16	1	0	0
257	10	предельно	11	ADV	advmod	предельно	16	1	0	0
258	11	проста,	0	VERB	ROOT	простой	16	1	0	0
259	12	—	16	PUNCT	punct	"—
"	16	1	0	0
260	13	чтобы	16	SCONJ	mark	чтобы	16	1	0	0
261	14	эти	15	DET	det	этот	16	1	0	0
262	15	провинции	16	NOUN	nsubj	провинция	16	1	0	0
263	16	перешли	11	VERB	ccomp	переходить	16	1	0	0
264	17	под	18	ADP	case	под	16	1	0	0
265	18	контроль	16	NOUN	nmod	контроль	16	1	0	0
266	19	сил,	16	NOUN	nsubj	сила	16	1	0	0
267	20	союзных	26	ADJ	amod	союзный	16	1	0	0
268	21	кому	26	ADJ	amod	кто	16	1	0	0
269	22	угодно	23	ADV	advmod	угодно	16	1	0	0
270	23	(в	26	NUM	nummod	в	16	1	0	0
271	24	крайнем	26	ADJ	amod	крайний	16	1	0	0
272	25	случае,	26	NUM	nummod	случай	16	1	0	0
273	26	террористам),	19	NOUN	nmod	террорист	16	1	-1	0
274	27	но	26	CONJ	cc	но	16	1	0	0
275	28	только	30	ADV	advmod	только	16	1	0	0
276	29	не	30	PART	neg	не	16	1	0	0
277	30	Дамаску	26	PROPN	conj	дамаск	16	1	0	GEO
278	31	и	30	CONJ	cc	и	16	1	0	0
279	32	не	33	PART	neg	не	16	1	0	0
280	33	Москве.	30	VERB	conj	москва	16	1	0	0
281	1	Изначально	4	ADV	advmod	изначально	17	1	0	0
282	2	иранские	3	ADJ	amod	иранский	17	1	0	0
283	3	СМИ	4	NOUN	nsubj	сми	17	1	0	ORG
284	4	сообщали	0	VERB	ROOT	сообщать	17	1	0	0
285	5	об	6	ADP	case	об	17	1	0	0
286	6	отказе	4	NOUN	nmod	отказ	17	1	-1	0
287	7	Москвы	6	PROPN	nmod	москва	17	1	0	LOC
288	8	«повлиять»	6	CONJ	cc	повлиять	17	1	0	0
289	9	на	10	ADP	case	на	17	1	0	0
290	10	руководство	4	NOUN	nmod	руководство	17	1	0	0
291	11	Сирии	10	PROPN	nmod	сирия	17	1	0	LOC
292	12	с	13	ADP	case	с	17	1	0	0
293	13	целью	10	NOUN	nmod	цель	17	1	0	0
294	14	прекращения	13	NOUN	nmod	прекращение	17	1	0	0
295	15	боевых	16	ADJ	amod	боевой	17	1	0	0
296	16	действий	14	NOUN	nmod	действие	17	1	0	0
297	17	в	18	ADP	case	в	17	1	0	0
298	18	окрестностях	13	NOUN	nmod	окрестности	17	1	0	0
299	19	Алеппо.	18	PROPN	nmod	алеппо	17	1	0	0
300	1	По	2	ADP	case	по	18	1	0	0
301	2	соглашениям	14	NOUN	nmod	соглашение	18	1	0	0
302	3	США	2	PROPN	nmod	сша	18	1	0	GEO
303	4	и	3	CONJ	cc	и	18	1	0	0
304	5	РФ,	3	PROPN	conj	рф	18	1	0	0
305	6	боевые	7	ADJ	amod	боевой	18	1	0	0
306	7	действия	14	NOUN	dobj	действие	18	1	0	0
307	8	в	9	ADP	case	в	18	1	0	0
308	9	окрестностях	7	NOUN	nmod	окрестности	18	1	0	0
309	10	Дамаска	9	PROPN	nmod	дамаск	18	1	0	LOC
310	11	между	13	ADP	case	между	18	1	0	0
311	12	противоборствующими	13	VERB	acl	противоборствующий	18	1	0	0
312	13	группировками	9	NOUN	nmod	группировка	18	1	0	0
313	14	должны	0	ADJ	ROOT	должный	18	1	0	0
314	15	были	14	VERB	aux	быть	18	1	0	0
315	16	прекратиться	14	VERB	xcomp	прекращаться	18	1	0	0
316	17	на	19	ADP	case	на	18	1	0	0
317	18	72	19	NUM	nummod	72	18	1	0	0
318	19	часа	16	NOUN	nmod	час	18	1	0	0
319	20	с	22	ADP	case	с	18	1	0	0
320	21	30	22	ADJ	amod	30	18	1	0	0
321	22	апреля.	16	PROPN	nmod	апрель	18	1	0	0
322	1	Однако	14	ADV	advmod	однако	19	1	0	0
323	2	в	4	ADP	case	в	19	1	0	0
324	3	российском	4	ADJ	amod	российский	19	1	0	0
325	4	Минобороны,	14	PROPN	nmod	минобороны	19	1	0	0
326	5	как	8	ADP	case	как	19	1	0	0
327	6	и	8	CONJ	discourse	и	19	1	0	0
328	7	в	8	ADP	case	в	19	1	0	0
329	8	МИДе,	14	PROPN	nmod	мид	19	1	0	0
330	9	полагают,	14	VERB	cop	полагать	19	1	0	0
331	10	что	14	SCONJ	mark	что	19	1	0	0
332	11	эти	12	DET	det	этот	19	1	0	0
333	12	инициативы	14	NOUN	nsubj	инициатива	19	1	1	0
334	13	не	14	PART	neg	не	19	1	0	0
335	14	должны	0	ADJ	ROOT	должный	19	1	0	0
336	15	касаться	14	VERB	xcomp	касаться	19	1	0	0
337	16	территорий,	15	SYM	iobj	территория	19	1	0	0
338	17	где	18	DET	mark	где	19	1	0	0
339	18	ведется	27	VERB	xcomp	вестись	19	1	0	0
340	19	борьба	18	NOUN	nsubj	борьба	19	1	0	0
341	20	с	21	ADP	case	с	19	1	0	0
342	21	террористами,	19	NOUN	nmod	террорист	19	1	-1	0
343	22	в	23	ADP	case	в	19	1	0	0
344	23	частности,	18	NOUN	nmod	частность	19	1	0	0
345	24	к	25	ADP	case	к	19	1	0	0
346	25	окрестностям	18	NOUN	nmod	окрестность	19	1	0	0
347	26	Халеба,	25	PROPN	appos	халеб	19	1	0	0
348	27	отмечалось	15	VERB	conj	отмечаться	19	1	0	0
349	28	на	29	ADP	case	на	19	1	0	0
350	29	портале	27	NOUN	nmod	портал	19	1	0	0
351	30	Javan	29	PROPN	appos	Javan	19	1	0	ORG
352	31	(1.05).	30	NUM	nummod	1.05	19	1	0	0
353	1	В	2	ADP	case	в	20	1	0	0
354	2	ответ	14	NOUN	nmod	ответ	20	1	0	0
355	3	на	4	ADP	case	на	20	1	0	0
356	4	просьбы	2	NOUN	nmod	просьба	20	1	0	0
357	5	Джона	4	PROPN	nmod	джон	20	1	0	0
358	6	Керри,	5	PROPN	name	керри	20	1	0	0
359	7	который	14	DET	dobj	который	20	1	0	0
360	8	накануне	10	ADP	case	накануне	20	1	0	0
361	9	очередного	10	ADJ	amod	очередной	20	1	0	0
362	10	раунда	14	NOUN	nmod	раунд	20	1	0	0
363	11	переговоров	10	NOUN	nmod	переговоры	20	1	0	0
364	12	в	13	ADP	case	в	20	1	0	0
365	13	Женеве	11	PROPN	nmod	женева	20	1	0	LOC
366	14	пожелал,	0	VERB	ROOT	пожелать	20	1	0	0
367	15	чтобы	17	SCONJ	mark	чтобы	20	1	0	0
368	16	«перемирие	17	NOUN	nsubj	перемирие	20	1	0	0
369	17	распространилось	14	VERB	ccomp	распространяться	20	1	0	0
370	18	на	20	ADP	case	на	20	1	0	0
371	19	всю	20	DET	det	весь	20	1	0	0
372	20	Сирию»,	17	PROPN	nmod	сирия	20	1	0	0
373	21	в	23	ADP	case	в	20	1	0	0
374	22	российском	23	ADJ	amod	российский	20	1	0	0
375	23	МИДе	24	PROPN	nmod	мид	20	1	0	ORG
376	24	дали	17	VERB	parataxis	давать	20	1	0	0
377	25	понять,	28	ADV	advmod	понимать	20	1	1	0
378	26	что	28	SCONJ	mark	что	20	1	0	0
379	27	не	28	PART	neg	не	20	1	0	0
380	28	готовы	24	ADJ	ccomp	готовый	20	1	1	0
381	29	принять	28	VERB	xcomp	принимать	20	1	0	0
382	30	эти	29	DET	dobj	этот	20	1	0	0
383	31	предложения,	34	SCONJ	mark	предложение	20	1	0	0
384	32	так	34	SCONJ	mark	так	20	1	0	0
385	33	как	32	ADV	mwe	как	20	1	0	0
386	34	считают	30	VERB	advcl	считать	20	1	0	0
387	35	инициативы	34	NOUN	nsubj	инициатива	20	1	1	0
388	36	Вашингтона	35	PROPN	nmod	вашингтон	20	1	0	ORG
389	37	«игрой	34	NOUN	iobj	игра	20	1	0	0
390	38	с	39	ADP	case	с	20	1	0	0
391	39	перемирием».	37	NOUN	nmod	перемирие	20	1	0	0
392	1	«Мы	3	CONJ	cc:preconj	мы	21	1	0	0
393	2	не	3	PART	neg	не	21	1	0	0
394	3	можем	0	VERB	ROOT	мочь	21	1	0	0
395	4	оказывать	3	VERB	xcomp	оказывать	21	1	0	0
396	5	давление	4	NOUN	dobj	давление	21	1	0	0
397	6	на	7	ADP	case	на	21	1	0	0
398	7	администрацию	5	NOUN	nmod	администрация	21	1	0	0
399	8	Асада,	7	PROPN	appos	асад	21	1	0	0
400	9	поскольку	20	SCONJ	mark	поскольку	21	1	0	0
401	10	борьба	15	NOUN	nsubj	борьба	21	1	0	0
402	11	за	12	ADP	case	за	21	1	0	0
403	12	Алеппо	10	PROPN	nmod	алеппо	21	1	0	LOC
404	13	—	15	PUNCT	punct	"—
"	21	1	0	0
405	14	это	15	DET	expl	это	21	1	0	0
406	15	часть	20	NOUN	nsubj	часть	21	1	0	0
407	16	борьбы	15	NOUN	nmod	борьба	21	1	0	0
408	17	против	18	ADP	case	против	21	1	0	0
409	18	терроризма»,	16	NOUN	nmod	терроризм	21	1	-1	0
410	19	—	20	PUNCT	iobj	"—
"	21	1	0	0
411	20	цитирует	5	VERB	advcl	цитировать	21	1	0	0
412	21	издание	20	NOUN	dobj	издание	21	1	0	0
413	22	замглавы	21	NOUN	nmod	замглавы	21	1	0	0
414	23	МИД	22	PROPN	nmod	мид	21	1	0	ORG
415	24	РФ	23	PROPN	nmod	рф	21	1	0	LOC
416	25	Геннадия	21	PROPN	appos	геннадий	21	1	0	0
417	26	Гатилова.	25	PROPN	name	гатилов	21	1	0	0
418	1	Беспокойство	6	NOUN	nsubj	беспокойство	22	1	-1	0
419	2	США	1	PROPN	nmod	сша	22	1	0	GEO
420	3	очевидно:	6	ADV	advmod	очевидно	22	1	0	0
421	4	тот,	6	PUNCT	dobj	тот	22	1	0	0
422	5	кто	4	DET	name	кто	22	1	0	0
423	6	окажется	0	VERB	ROOT	оказываться	22	1	0	0
424	7	победителем	6	NOUN	advmod	победитель	22	1	1	0
425	8	в	9	ADP	case	в	22	1	0	0
426	9	борьбе	13	NOUN	nmod	борьба	22	1	0	0
427	10	за	11	ADP	case	за	22	1	0	0
428	11	Алеппо,	9	PROPN	nmod	алеппо	22	1	0	0
429	12	фактически	13	ADV	advmod	фактически	22	1	0	0
430	13	победит	6	VERB	parataxis	побеждать	22	1	0	0
431	14	в	15	ADP	case	в	22	1	0	0
432	15	борьбе	19	NOUN	nmod	борьба	22	1	0	0
433	16	за	18	ADP	case	за	22	1	0	0
434	17	всю	18	DET	det	весь	22	1	0	0
435	18	Сирию,	15	PROPN	nmod	сирия	22	1	0	0
436	19	отмечал	13	VERB	conj	отмечать	22	1	0	0
437	20	Javan	19	X	dobj	Javan	22	1	0	ORG
438	21	и	19	CONJ	cc	и	22	1	0	0
439	22	делал	19	VERB	conj	делать	22	1	0	0
440	23	вывод:	22	VERB	xcomp	вывод	22	1	0	0
441	24	в	25	ADP	case	в	22	1	0	0
442	25	Москве	23	PROPN	nmod	москва	22	1	0	GEO
443	26	подозревают,	30	ADJ	amod	подозревать	22	1	-1	0
444	27	что	30	SCONJ	mark	что	22	1	0	0
445	28	просьбы	30	NOUN	nsubj	просьба	22	1	0	0
446	29	Вашингтона	28	PROPN	nmod	вашингтон	22	1	0	ORG
447	30	—	23	PUNCT	ccomp	"—
"	22	1	0	0
448	31	не	32	PART	neg	не	22	1	0	0
449	32	более	36	ADV	advmod	более	22	1	0	0
450	33	чем	35	ADP	case	что	22	1	0	0
451	34	очередная	35	ADJ	amod	очередной	22	1	0	0
452	35	попытка	32	NOUN	nmod	попытка	22	1	0	0
453	36	предоставить	30	VERB	xcomp	предоставлять	22	1	0	0
454	37	передышку	36	NOUN	dobj	передышка	22	1	0	0
455	38	оппозиции,	37	VERB	acl	оппозиция	22	1	-1	0
456	39	ведущей	40	ADJ	amod	вести	22	1	0	0
457	40	борьбу	38	NOUN	dobj	борьба	22	1	0	0
458	41	с	46	ADP	case	с	22	1	0	0
459	42	Дамаском,	46	ADJ	amod	дамаск	22	1	0	0
460	43	а	42	CONJ	cc	а	22	1	0	0
461	44	заодно	42	ADV	conj	заодно	22	1	0	0
462	45	и	42	CONJ	cc	и	22	1	0	0
463	46	боевикам.	40	NOUN	nmod	боевик	22	1	0	0
464	1	О	3	ADP	case	о	23	1	0	0
465	2	категорическом	3	ADJ	amod	категорический	23	1	1	0
466	3	отказе	5	NOUN	nmod	отказ	23	1	-1	0
467	4	России	3	PROPN	nmod	россия	23	1	0	LOC
